TERYT,Gmina,Rok,Frekwencja,MalTys,BudzM,BezPro,WspFem,WspObc,AptOs,PowUzM,BibM,WspSko,PodTys,OsbKM,WspX,WspY
141611,gm. Zaręby Kościelne,3,46.78536103,7.2,3562.24,8.7,95,67.8,0,83.4,3779,82.35,53,43,22.13563196,52.74692842
141701,m. Józefów,3,68.16386639,3.1,3837.89,3.5,111,68.6,2890,102.5,10115,89.71,177,846,21.21688229,52.13310773
141702,m. Otwock,3,61.32191973,4.6,2921.69,4.7,113,66.7,2251,65.9,4502,92.16,139,952,21.29166274,52.11536058
141703,gm. Celestynów,3,61.34962691,6,2790.66,4.4,106,59.7,3874,89.3,5812,89.5,94,131,21.38176737,52.04609437
141704,gm. Karczew,3,58.15379777,4.2,3061.93,4.2,107,59.4,2651,82.2,3976,98.21,109,195,21.27293022,52.04207643
141705,gm. Kołbiel,3,52.43210066,5.7,3264.57,3.2,103,60.4,4078,96.8,2719,95.77,60,77,21.49061963,52.06106557
141706,gm. Osieck,3,53.68823939,4.8,3432.99,4,105,63.7,1784,76.3,1189,100.81,64,52,21.42761803,51.96302358
141707,gm. Sobienie-Jeziory,3,51.17544201,5,2879.77,3.1,103,60.7,3188,86.1,3188,93.38,61,65,21.32194731,51.93386378
141708,gm. Wiązowna,3,62.33416028,3.2,4176.85,3.9,104,60.9,4081,112.9,4081,88.16,141,120,21.35178174,52.16224239
141801,gm. Góra Kalwaria,3,53.15240694,4.1,3785.66,5.5,106,61.5,2386,84.6,8748,97.09,123,182,21.17642096,51.97622097
141802,gm. Konstancin-Jeziorna,3,62.04654856,4.2,6297.46,5,111,65.1,2251,101.3,4953,86.4,164,315,21.14778509,52.08446212
141803,gm. Lesznowola,3,67.8100107,4,7278.08,3.9,106,63,4081,120.9,6122,111.01,286,353,20.91468425,52.07447584
141804,gm. Piaseczno,3,66.05314438,4.2,4184.27,4.3,112,62.7,2658,87.1,7249,94.06,175,622,20.99750129,52.03809622
141805,gm. Prażmów,3,55.27919413,4.8,2945.92,5.7,106,59.3,5235,110.8,5235,71.07,111,121,21.00895382,51.96220485
141806,gm. Tarczyn,3,54.42007687,5.7,4444.83,5.2,104,62.2,2826,82.5,5652,87.76,115,99,20.82835131,51.97353884
141901,gm. Bielsk,3,45.49637479,4.9,3222.98,9.3,100,55.7,9113,91.1,2278,92.89,58,73,19.80360649,52.65815346
141902,gm. Bodzanów,3,43.61259655,5.9,3535.62,8.7,101,59.3,4160,89.3,4160,88.47,58,61,19.9832832,52.49221835
141903,gm. Brudzeń Duży,3,42.55745797,5.6,2779.46,10.2,98,57.4,4108,91.4,2739,81.58,55,51,19.50661688,52.64877399
141904,gm. Bulkowo,3,39.89637306,6.4,3257.58,9.9,104,61.6,5756,94,1919,92.94,45,49,20.08384551,52.55983211
141905,gm. Drobin,3,38.68408773,3.5,3308.53,7.9,101,60.6,2719,79.7,4079,95.21,56,57,19.95733271,52.71751965
141906,gm. Gąbin,3,47.60429346,4.6,3344.16,10.1,106,60.1,2774,90.1,2774,94.25,79,76,19.76301044,52.41723998
141907,gm. Łąck,3,48.46796657,5,3166.95,11.3,106,54.9,5365,87,2683,82.29,81,57,19.6226457,52.45250454
141908,gm. Mała Wieś,3,38.60759494,6,3239.87,8.4,102,60.2,6177,80.5,3089,98.71,48,57,20.09483085,52.45315161
141909,gm. Nowy Duninów,3,43.8077634,5.8,3612.37,13.3,103,55,0,75.2,3964,75.35,67,27,19.4924464,52.54667954
141910,gm. Radzanowo,3,47.58738014,4.3,2996.54,8.6,102,55.6,0,107.5,4162,61.8,69,80,19.8620365,52.57884219
141911,gm. Słubice,3,44.32403143,5.5,3359.69,8.5,99,59.9,4542,85,4542,94.53,54,47,19.91793351,52.39563785
141912,gm. Słupno,3,56.63165391,4.3,5950.3,7,100,54.9,7259,126.6,7259,62.34,112,97,19.8297765,52.51089176
141913,gm. Stara Biała,3,50.84976207,3.6,3608.83,7.6,100,54,11611,107.1,5806,72.98,72,104,19.65182493,52.61703457
141914,gm. Staroźreby,3,40.38983051,5.9,3503.18,10.1,101,59,3716,81.3,3716,87.52,50,54,20.04100835,52.63734542
141915,gm. Wyszogród,3,38.8225256,5.8,3530.14,6.2,100,62.4,2854,79.1,2854,90.46,58,60,20.16922831,52.42349442
142001,m. Płońsk,3,48.93473495,4.6,3305.19,9.8,112,61,1593,65.5,3717,112.64,117,1923,20.36403469,52.62538642
142002,m. Raciąż,3,44.08980254,5.4,3870.2,12.3,107,52.7,1515,72.4,4544,121.47,85,541,20.11825552,52.78436129
142003,gm. Baboszewo,3,39.96561425,4.8,3797.45,9.8,99,60.9,8101,87.1,2700,89.51,53,50,20.27251854,52.71177587
142004,gm. Czerwińsk nad Wisłą,3,33.07374444,5.2,3069.03,7.6,99,64.1,7814,85.9,7814,83.75,41,54,20.35346501,52.43166171
142005,gm. Dzierzążnia,3,39.67793881,6.3,3014.07,8.7,98,61.5,0,88.5,1887,81.37,50,37,20.22112553,52.6042502
142006,gm. Joniec,3,43.90909091,4.7,2730.29,7.1,107,67.5,0,82.3,2607,88.44,63,36,20.56882547,52.58939177
142007,gm. Naruszewo,3,32.05521472,5,3256.52,9,97,63.3,3220,75.8,3220,99.81,44,40,20.33924008,52.5191926
142008,gm. Nowe Miasto,3,41.03626943,4.7,3003.09,9.5,98,57.3,2348,73.5,4696,83.28,60,40,20.6468545,52.65649505
142009,gm. Płońsk,3,40.35859821,4.5,3197.74,10,99,57.4,0,89.1,0,46.91,72,61,20.3888763,52.61723449
142010,gm. Raciąż,3,36.14153328,4.2,3852.97,8,96,60.8,0,83.3,0,82.65,39,35,20.12652571,52.78677966
142011,gm. Sochocin,3,40.92897313,4.1,2967.49,9.5,102,61.7,5920,84.9,5920,88.89,79,48,20.48223708,52.6826353
142012,gm. Załuski,3,36.31741821,4.4,3525.97,7.1,104,60.7,5718,88,5718,98.91,62,53,20.51061561,52.51460064
142101,m. Piastów,3,64.61276315,4.8,2890.97,4.5,112,68,3275,70.3,5732,109.51,153,3980,20.84494993,52.18533262
142102,m. Pruszków,3,61.37025615,4.3,3082.44,4.7,113,64.7,3027,61.6,6727,96.35,151,3155,20.80052565,52.17281981
142103,gm. Brwinów,3,63.96299704,4.5,3687.42,4.7,108,63.4,2826,99.3,12719,80.2,160,367,20.72558358,52.14767632
142104,gm. Michałowice,3,71.82169661,3.3,5908.97,3.5,106,66.6,4375,129.3,5834,97.27,209,504,20.85068789,52.15199734
142105,gm. Nadarzyn,3,63.90175156,4.1,6068.09,3.8,108,59.1,3218,130.9,6435,98.72,186,175,20.79500422,52.06921793
142106,gm. Raszyn,3,64.07808062,4.2,4532.41,3.6,108,63.4,2687,114.3,10747,87.38,201,489,20.91367239,52.12825202
142201,m. Przasnysz,3,50.36988686,5.2,3187.51,8.9,108,62.4,1918,73.7,4315,109.83,91,686,20.88259255,53.0194527
142202,gm. Chorzele,3,37.61111807,4.9,3383.5,8.3,94,60.2,3419,82.8,2051,90.43,51,28,20.92383644,53.27090479
142203,gm. Czernice Borowe,3,43.60781801,4.9,3204.83,9,94,60,0,92.2,3886,83.09,63,32,20.75449331,53.03962263
142204,gm. Jednorożec,3,35.25243578,5.8,4619.49,10.9,99,57.9,7221,85.4,2407,90.94,49,31,21.05780585,53.16184362
142205,gm. Krasne,3,38.7434555,7.7,3161.35,6.9,99,62.6,3730,83.2,1865,77.14,61,37,20.89287713,52.92086739
142206,gm. Krzynowłoga Mała,3,45.43546695,5.9,3474.01,8.4,96,62.5,0,88.7,3539,87.36,70,19,20.81667202,53.15550123
142207,gm. Przasnysz,3,42.03149334,7.2,3113.98,9.3,98,63.4,0,92.9,1473,64.14,61,40,20.92821242,53.02636917
142301,gm. Borkowice,3,43.33061668,5.2,3121.38,24,102,63,4330,71.3,2165,87.17,65,50,20.69162885,51.30193754
142302,gm. Gielniów,3,46.30924631,4.9,3328.71,22.4,101,65.4,0,74.5,4664,82.25,60,59,20.49663459,51.38319767
142303,gm. Klwów,3,63.31214689,4.3,3560.69,11.9,102,63.9,0,83.2,3452,89.68,50,40,20.64214882,51.5251863
142304,gm. Odrzywół,3,54.67712734,4.8,3075.4,17.8,94,65.6,3919,75.4,3919,95.81,67,40,20.51133763,51.54664924
142305,gm. Potworów,3,44.43148688,6.8,3611.43,14.3,99,59.1,4287,90.1,4287,95.75,47,52,20.73585047,51.49063055
142306,gm. Przysucha,3,50.41039672,5.9,2691.96,15.6,106,59.5,2029,72.8,1522,101.54,81,67,20.61084075,51.34057487
142307,gm. Rusinów,3,50.16703786,5.1,3059.19,18.9,99,63,0,82.5,2170,93.4,56,52,20.5961536,51.44372403
142308,gm. Wieniawa,3,46.82539683,6.7,3112.81,20.7,100,60.5,5404,79.6,1801,87.88,69,52,20.78626304,51.37000138
142401,gm. Gzy,3,47.99002805,7.7,2893.05,9.1,91,60.9,0,100.1,1941,79.06,54,37,20.91091343,52.74127329
142402,gm. Obryte,3,54.79072113,5.7,3339.83,11.4,97,62.9,4863,101.7,4863,87.1,55,35,21.23308912,52.72362084
142403,gm. Pokrzywnica,3,46.33165829,5.2,3560.15,13.2,98,60.4,0,82.1,2478,81.8,70,41,21.04759549,52.60130333
142404,gm. Pułtusk,3,51.67231933,4.5,3442.92,13.6,108,58.5,1738,74.6,4868,100.71,96,181,21.07547563,52.72858446
142405,gm. Świercze,3,38.58453473,4.5,3450.75,12.9,97,55.5,4672,85.2,4672,90.42,49,50,20.79000258,52.67367969
142406,gm. Winnica,3,57.22650231,3.9,3500.31,10.5,104,64.7,4107,92.4,4107,99.7,63,36,20.93152731,52.63602313
142407,gm. Zatory,3,48.69230769,6.9,3473.42,14.1,100,61.9,0,93.6,2410,101.87,66,40,21.19365358,52.62462103
142501,m. Pionki,3,47.54980462,5.8,3136.4,12.1,108,58.2,2367,58.5,6313,96.31,86,1029,21.44942244,51.47410854
142502,gm. Gózd,3,50.51118684,6.8,3377.64,17,98,53.9,8636,85.7,2159,93.76,52,111,21.34102295,51.36991688
142503,gm. Iłża,3,40.81502197,5.2,3007.97,16.7,103,63.3,3011,79,2151,89.25,61,59,21.24607092,51.16446022
142504,gm. Jastrzębia,3,47.14076246,4.7,3321.58,11.8,96,58.5,6909,88.6,1727,84.5,59,77,21.24253744,51.51285222
142505,gm. Jedlińsk,3,46.19785899,5,3089.19,11.6,99,58.7,14219,91.7,14219,81.52,67,103,21.11928179,51.52315859
142506,gm. Jedlnia-Letnisko,3,52.41691843,4.3,3250.21,11.6,103,56.8,6286,91.3,3143,85.78,82,192,21.31663809,51.41693655
142507,gm. Kowala,3,53.63196126,5,3037.29,13.1,99,58.7,11939,89.1,2985,76.86,72,160,21.0968387,51.32459099
142508,gm. Pionki,3,43.68659088,4.3,3161.22,16.4,99,57.5,0,76.2,10065,78.64,49,44,21.42518617,51.47801934
142509,gm. Przytyk,3,47.68770881,5.7,3672.26,17.9,98,61.1,3661,85.2,7321,84.38,49,54,20.86861898,51.46640055
142510,gm. Skaryszew,3,49.12566821,6.1,3019.11,15,102,58.1,7191,93.6,3596,82.26,81,84,21.25438115,51.29658644
142511,gm. Wierzbica,3,44.37952496,4.1,3259.54,17.3,95,56,4969,76.3,9937,106.43,66,106,21.09630627,51.24832726
142512,gm. Wolanów,3,48.82719715,5.1,2986.83,15,100,58,8790,89.8,4395,81.72,66,106,20.95297415,51.38086509
142513,gm. Zakrzew,3,54.12093601,5.2,3078.22,12.9,100,56.4,6349,98.2,3174,74.35,84,132,21.02519852,51.44369276
142601,gm. Domanice,3,49.16864608,4.9,3933.4,6.7,99,62.2,2656,79.2,2656,100.96,50,57,22.15535861,52.03839609
142602,gm. Korczew,3,42.13675214,4.3,3478.18,7.2,98,70.4,0,72,2757,92.57,49,26,22.62458579,52.35649551
142603,gm. Kotuń,3,45.21650088,4.2,3225.46,5.1,102,60.9,8515,85.7,2838,96.73,54,57,22.02320523,52.16993938
142604,gm. Mokobody,3,49.48805461,5.7,3130.18,4.9,94,64.2,5088,99.5,1696,82.14,53,43,22.13348899,52.25985137
142605,gm. Mordy,3,45.30587523,5.8,2799.29,6.2,100,62.8,3005,78.3,2003,75.33,58,35,22.5082425,52.19531302
142606,gm. Paprotnia,3,58.17595578,7.2,4412.77,3.7,89,65.8,0,100,2626,99.45,46,32,22.44422334,52.28937121
142607,gm. Przesmyki,3,45.65448741,4.7,2945.3,4.9,99,72.2,3346,88.1,3346,77.31,36,29,22.61110148,52.27613822
142608,gm. Siedlce,3,52.54299305,4.7,2930.26,5.3,101,55.8,0,103.6,2938,83.31,101,125,22.2989545,52.17459029
142609,gm. Skórzec,3,46.65775401,5.2,2989.21,5.3,99,60.3,7712,89.1,643,65.38,62,65,22.11333976,52.10408296
142610,gm. Suchożebry,3,48.01703487,4.3,4161.72,5.8,96,64,4676,95.3,4676,88.73,66,47,22.28775539,52.26287272
142611,gm. Wiśniew,3,56.25820569,5.7,3133.56,5.4,98,59.1,5795,85.3,5795,68.97,60,46,22.28927675,52.06381228
142612,gm. Wodynie,3,45.49391069,7,3711.19,6.3,95,61.8,0,74.3,2252,90.65,49,39,21.97824659,52.03834741
142613,gm. Zbuczyn,3,54.99810916,6.2,3530.05,4.9,100,65,5046,85.4,3364,103.12,67,48,22.49346539,52.08449754
142701,m. Sierpc,3,47.62161434,4.6,2813.73,10.9,112,60.1,1665,68.2,9159,98.21,94,985,19.66707869,52.8536463
142702,gm. Gozdowo,3,38.59394442,5.8,3453.03,10.6,99,59.1,6008,85.9,3004,98.47,47,48,19.69957055,52.73300605
142703,gm. Mochowo,3,39.8046398,4.4,3765.34,13.3,99,55.5,6108,80.1,2036,87.89,42,43,19.53673064,52.7799036
142704,gm. Rościszewo,3,39.81966259,5,3781.06,12.1,100,59.1,0,88.9,1408,83.28,42,37,19.76216809,52.90934114
142705,gm. Sierpc,3,38.55334539,4.8,3270.18,13.1,100,60,0,87.7,1777,82.82,58,47,19.66259497,52.8345419
142706,gm. Szczutowo,3,37.4084507,4.6,3847.05,11.3,103,57,0,77.4,2169,91.37,46,38,19.56964538,52.92495154
142707,gm. Zawidz,3,42.47546347,4.6,3708.37,10.2,98,61,6879,91.9,2293,86.73,45,37,19.87690889,52.81815621
142801,m. Sochaczew,3,51.18863743,4.8,3053.14,6.2,110,59.8,1953,65.1,7420,96.76,125,1417,20.25063334,52.23533191
142802,gm. Brochów,3,42.27272727,4.2,3572.78,9.1,100,60.7,0,85.7,2154,92.68,88,36,20.32563214,52.34170686
142803,gm. Iłów,3,47.38119312,5.1,3674.29,6.1,100,64.3,0,87,6236,92.8,81,48,20.03627246,52.32814927
142804,gm. Młodzieszyn,3,42.62770466,4.8,4159.29,6.1,101,61.4,0,84.7,2795,83.69,64,48,20.18775069,52.32007133
142805,gm. Nowa Sucha,3,47.04747202,5.4,3793.61,4,107,60.1,0,93.2,6519,115.4,74,72,20.19198356,52.16226616
142806,gm. Rybno,3,46.37418419,8.6,4282.06,4,102,61.7,3453,96.3,3453,102.99,58,47,20.10576201,52.23870746
142807,gm. Sochaczew,3,48.64191378,5.3,3547.1,5.2,99,57.3,5246,102.1,3497,84.58,93,115,20.26890853,52.22490825
142808,gm. Teresin,3,52.49500998,4.7,5258.94,4.3,104,59.8,3823,88.2,5735,103.18,100,130,20.39305739,52.19090466
142901,m. Sokołów Podlaski,3,57.39039118,5.2,3698.54,8.1,110,60.5,2680,75.6,18763,103.38,100,1072,22.23587375,52.40887319
142902,gm. Bielany,3,54.53645661,5.7,3430.8,6.1,97,66.9,0,100.5,1848,81.85,67,34,22.24017067,52.33600358
142903,gm. Ceranów,3,46.02040816,5.2,3089.28,6.2,95,68.5,0,76.4,2307,68.61,54,21,22.22204048,52.6501061
142904,gm. Jabłonna Lacka,3,50.61884314,4.7,3430.99,6.1,108,64.1,4663,82.5,4663,90.26,56,31,22.45041036,52.48463102
142905,gm. Kosów Lacki,3,48.11555385,5.1,3007.6,5.4,97,64.3,3138,77.5,2092,75.8,50,31,22.11536341,52.58612886
142906,gm. Repki,3,53.55969332,4.8,3020.96,5.4,97,67.2,0,89.6,1812,82.57,42,32,22.4317675,52.37922257
142907,gm. Sabnie,3,49.1910392,4.2,2895.93,6.6,99,65.3,3808,84.1,3808,80.75,62,35,22.29925193,52.49341362
142908,gm. Sokołów Podlaski,3,49.76809841,4.6,3152.27,6.5,94,60.4,0,95.3,1515,63.72,70,44,22.20015594,52.41767233
142909,gm. Sterdyń,3,47.63523081,4.3,2730.9,5.4,99,69.4,4142,74.4,4142,81.3,56,32,22.32945721,52.57937889
143001,gm. Chlewiska,3,39.48934536,4.9,3414.35,20.4,101,60.1,3047,70,3047,77.37,54,49,20.74232133,51.23897394
143002,gm. Jastrząb,3,45.62485179,5.2,3072.52,19.7,103,58.5,0,79.4,1751,84.26,65,96,20.95992005,51.24165677
143003,gm. Mirów,3,44.65826145,3.4,3418.92,20.7,93,59.9,3886,78.2,1943,86.11,65,73,21.01413835,51.18931982
143004,gm. Orońsko,3,46.07486631,5.4,2907.6,17.9,98,60.6,5982,87,1196,72.27,72,73,20.95394525,51.31993868
143005,gm. Szydłowiec,3,47.58779127,4.5,2907.73,16.9,103,59.4,2718,74.6,9513,91.32,89,138,20.84914876,51.23059962
143201,gm. Błonie,3,55.18932823,4.6,3966.47,3.4,109,64.8,4258,76.2,4258,90.56,125,249,20.5868906,52.20237159
143202,gm. Izabelin,3,67.23461633,4.2,4344.22,4.1,106,62,2632,140.6,10526,88.25,177,162,20.78608267,52.31295292
143203,gm. Kampinos,3,51.22367672,4.7,5013.36,5.2,102,62,4297,91,4297,95.95,102,51,20.42006794,52.27362636
143204,gm. Leszno,3,53.87596899,3.7,3918.04,4,106,60.7,2013,97.7,3355,88.3,113,80,20.60530196,52.27554914
143205,gm. Łomianki,3,68.60489547,3.7,4270.18,3.1,107,63.4,2838,129.6,8514,75.18,220,658,20.86991134,52.34979085
143206,gm. Ożarów Mazowiecki,3,58.98739899,4.4,5607.72,2.7,110,61.3,5799,84.4,7731,96.46,145,325,20.76346494,52.21734249
143207,gm. Stare Babice,3,64.32380388,4.2,4486.45,3.5,106,61.8,3608,133.7,18041,79,177,284,20.79309684,52.26343953
143301,m. Węgrów,3,54.61197766,5.9,3465.05,7.3,109,60,1826,73.3,12781,100.76,112,360,22.0319453,52.40508183
143302,gm. Grębków,3,42.65311728,5.8,2840.69,4.7,97,67.6,4457,88.1,2229,83.75,55,34,21.96060234,52.26388086
143303,gm. Korytnica,3,46.18350039,3.9,3369.27,6.6,91,63.4,0,92,1065,84.12,46,35,21.81356862,52.42232937
143304,gm. Liw,3,47.60352136,5.4,3148.55,7.3,98,61.8,0,91.9,1883,93.9,55,44,22.00662059,52.38824769
143305,gm. Łochów,3,50.36244634,4.7,3653.86,7.5,101,61.1,3585,76.8,4482,92.93,76,91,21.71757481,52.55429811
143306,gm. Miedzna,3,48.24717766,5.8,2800.98,4.1,101,63.7,3964,90,1321,71.72,53,34,22.05681582,52.49313233
143307,gm. Sadowne,3,46.12395173,6.2,3182.39,9.1,104,63.7,2981,73.1,1490,80.88,53,41,21.85889146,52.6385016
143308,gm. Stoczek,3,45.50290135,4.3,3007.45,7.8,97,66.7,5112,77.2,5112,86.78,55,35,21.90478463,52.54460585
143309,gm. Wierzbno,3,44.30693069,8.6,3063.89,4.8,91,65.6,0,83.6,1443,81.18,69,28,21.85074307,52.31838625
143401,m. Kobyłka,3,63.57125516,4.2,3041.87,6.6,107,59,3648,98.4,21890,95.1,143,1115,21.19336563,52.33786485
143402,m. Marki,3,58.53480188,4.7,3200.74,5.1,110,58.4,3060,89.4,10198,88.28,136,1170,21.12105986,52.33578723
143403,m. Ząbki,3,62.99266047,4.9,3617.88,3.8,111,58,2114,74.7,33818,97.6,157,3080,21.11587034,52.29299068
143404,m. Zielonka,3,65.61226758,4.2,3358.17,5.8,111,66.7,3498,86.5,4372,112.87,159,220,21.26425082,52.28691921
143405,gm. Dąbrówka,3,53.13580247,5.3,3614.85,8.1,100,60.4,7925,111.1,3963,90.04,84,73,21.26429003,52.48935767
143406,gm. Jadów,3,44.28848015,5.4,3322.85,10.5,100,60.1,7612,75.6,2537,85.22,65,65,21.608622,52.48397917
143407,gm. Klembów,3,52.14410539,5.3,3734.91,8.5,102,61.4,9628,93,3209,99.29,77,112,21.32688394,52.41166872
143408,gm. Poświętne,3,48.77745545,5.2,3161.57,7.1,99,56.7,0,88.4,2051,86.69,68,59,21.41088152,52.33349994
143409,gm. Radzymin,3,56.49567662,5,3102.8,7.3,105,59.4,3666,94.6,8554,88.17,117,198,21.1615822,52.43128517
143410,gm. Strachówka,3,38.71237458,8.2,3464.83,11,92,63.7,0,76.2,2779,81.36,50,26,21.6169048,52.40211958
143411,gm. Tłuszcz,3,48.81751254,5.2,2767.42,9,104,58.4,6594,84.1,2198,98.69,71,192,21.46530135,52.42089626
143412,gm. Wołomin,3,58.72093023,5.2,2986.28,8.1,110,62.2,2722,75.4,10342,94.97,128,839,21.2667453,52.34792292
143501,gm. Brańszczyk,3,45.42891066,6.8,3493.15,5.3,102,61.2,4190,87.1,1676,90.15,63,50,21.60114725,52.66135679
143502,gm. Długosiodło,3,43.63725012,5,4581.24,6.2,97,63.4,7887,84.1,1972,92.91,55,47,21.57627415,52.76393895
143503,gm. Rząśnik,3,50.49414348,6.3,4311.91,5.3,98,60.8,7012,94.3,3506,84.35,62,42,21.39251599,52.70481115
143504,gm. Somianka,3,47.14192567,4.8,5564.88,5.2,96,63.5,5590,102.6,1863,99.14,63,47,21.26581243,52.57083412
143505,gm. Wyszków,3,50.72302558,5.4,2860.01,5.3,105,57,3016,79.5,6535,96.1,105,237,21.45815242,52.58424978
143506,gm. Zabrodzie,3,48.36827318,4.6,3151.61,5,99,60.9,5873,90.9,5873,86.89,74,64,21.43862392,52.50624327
143601,gm. Kazanów,3,43.21291735,5.4,3362.55,14.5,98,62.3,0,77.7,2294,96.53,57,48,21.42706746,51.26844891
143602,gm. Policzna,3,40.70869386,5.6,2952.61,14,100,57.3,5685,81.8,1895,85.92,45,51,21.67355251,51.43340529
143603,gm. Przyłęk,3,37.92212952,4.8,3234.97,10.5,99,64.8,6314,85.9,1579,87.37,33,48,21.75744997,51.33129464
143604,gm. Tczów,3,43.49422875,6.1,3672.81,13.2,96,58.4,4884,95,2442,90.45,47,68,21.4584792,51.33069221
143605,gm. Zwoleń,3,48.84056808,5.8,2945.58,12.2,105,59.3,2184,79.6,3823,90.72,75,94,21.5864754,51.35349139
143701,gm. Bieżuń,3,40.60490593,6.2,3256.33,13.2,100,59.4,2591,90.7,5181,86.36,69,43,19.93672642,52.95965001
143702,gm. Kuczbork-Osada,3,36.89124401,4.9,3538.11,15.3,103,64.3,0,85.6,1621,92.58,41,40,20.04175827,53.10689897
143703,gm. Lubowidz,3,37.93584379,6.1,4503.54,14.5,106,64.3,0,80.5,2356,92.08,64,37,19.80930997,53.1198937
143704,gm. Lutocin,3,37.9501385,5.7,3092.63,11.8,99,71.2,4416,98.4,2208,88.39,45,35,19.77077236,53.00032298
143705,gm. Siemiątkowo,3,35.00692521,5.9,3536.17,14.2,97,63.5,0,88,3563,85.2,44,31,20.03500363,52.87848057
143706,gm. Żuromin,3,44.63011168,6.1,2797.93,13.2,104,56.8,2092,85,14646,91.83,89,110,19.91178464,53.04639552
143801,m. Żyrardów,3,53.32804569,4.7,3204.41,8.2,114,65.4,2391,57.6,10163,91.72,130,2833,20.44424874,52.05705096
143802,gm. Mszczonów,3,48.8891333,4.6,5195.36,6.1,109,61.6,2888,73.3,5776,98.09,82,76,20.55086228,51.93214311
143803,gm. Puszcza Mariańska,3,46.91860465,6.1,3624.61,8.4,105,62.2,8545,79.5,4273,89.32,86,60,20.33468701,51.98195399
143804,gm. Radziejowice,3,54.27458171,4.7,4431.11,7.3,103,59.9,5547,97.4,5547,96.38,124,76,20.53855344,52.01686553
143805,gm. Wiskitki,3,45.75645756,5,3401.21,9.3,99,59.1,4921,79.6,2461,86.34,79,66,20.34656884,52.08090472
146101,m. Ostrołęka,3,52.14609246,5.5,5260.32,9.9,109,57.8,1813,70.6,7510,101.49,113,1836,21.5948433,53.08208563
146201,m. Płock,3,54.77891939,4.5,6288.12,8.5,112,63,2831,59.3,7608,102.53,102,1383,19.70158604,52.53754799
146301,m. Radom,3,54.87303706,5,4748.17,12.6,110,61.5,2543,60.8,12009,92.3,114,1933,21.15657628,51.40622376
146401,m. Siedlce,3,57.23150358,5.3,5153.73,5.9,111,63.1,2404,62.9,8549,98.97,109,2415,22.27123255,52.16506334
146501,Warszawa,3,68.69206795,4.5,8228.21,3.8,118,66.7,2730,58.9,6607,97.89,230,3372,21.04773866,52.22933406
160101,m. Brzeg,3,48.99181271,4.8,3059.71,6.2,111,63.1,2605,59.9,7294,93.33,140,2496,17.46375467,50.85825461
160102,gm. Skarbimierz,3,47.95054201,4.4,4695.49,6.1,99,53.1,0,89.5,1982,76.06,102,72,17.45290135,50.84839482
160103,gm. Grodków,3,39.56552478,5,2980.46,8.9,104,57.8,4878,76.5,2787,89.81,86,68,17.35367499,50.69000781
160104,gm. Lewin Brzeski,3,44.43489882,5,2867.9,7.4,104,54.9,2660,75.5,2660,84.38,95,83,17.62919511,50.75995202
160105,gm. Lubsza,3,43.97731987,6.3,2612.39,6.7,99,56,9028,99.2,1505,77.42,93,42,17.55513795,50.92231741
160106,gm. Olszanka,3,48.15743294,4.2,3094.78,6.1,98,56.9,0,96.4,991,83.29,76,53,17.45886663,50.7813171
160201,gm. Baborów,3,35.43982836,5.7,3036.15,7.8,102,50.8,3076,87.2,1538,79.53,72,53,17.97748542,50.14765993
160202,gm. Branice,3,36.43147897,5.9,2985.45,7.9,104,59.4,6744,78.3,1349,89.45,54,55,17.82431317,50.06202574
160203,gm. Głubczyce,3,43.40242261,4.8,3009.47,7.8,106,61.8,3796,73.7,22776,89.46,100,77,17.78749015,50.19835908
160204,gm. Kietrz,3,41.28888889,5.1,3112.05,7.3,105,56.4,5611,79.7,2244,86.55,84,80,17.94451509,50.05874053
160301,m. Kędzierzyn-Koźle,3,46.98199211,4.4,3555.02,6.9,107,60.2,2400,63.5,7800,92.06,112,504,18.24118329,50.35139
160302,gm. Bierawa,3,38.52682146,4.4,3340.07,5.1,108,55.7,0,98.1,1573,87.39,64,66,18.31658886,50.28504448
160303,gm. Cisek,3,34.79475607,5.9,3361.02,4.7,108,54,0,116,2875,88.96,58,81,18.20226912,50.24715621
160304,gm. Pawłowiczki,3,32.16926223,5.9,2943.76,6.3,103,53.8,7719,99.8,1544,93.41,59,50,18.00515677,50.25360819
160305,gm. Polska Cerekiew,3,47.21200113,6,3339.81,6.7,108,53.8,4156,95.6,1385,81.74,52,69,18.12107187,50.21570779
160306,gm. Reńska Wieś,3,33.23905924,6.3,2837.32,5.2,108,52.8,0,111,4125,85.06,76,84,18.09473886,50.32955691
160401,gm. Byczyna,3,39.209686,6.6,3865.84,6.6,102,55,4757,77.2,9513,81.93,84,52,18.21023862,51.10640215
160402,gm. Kluczbork,3,44.09848662,4.7,2897.26,4.4,107,56.6,1916,75.5,2800,92.95,110,168,18.21465318,50.97916306
160403,gm. Lasowice Wielkie,3,30.87375301,4,2913.06,3.2,106,48.7,6949,102.7,2316,83.98,59,33,18.236167,50.87443868
160404,gm. Wołczyn,3,40.06199854,5.2,2997.72,7.3,101,54.5,3460,72.3,4613,86.52,77,57,18.04038088,51.04186371
160501,gm. Gogolin,3,33.69844089,5.5,4317.35,5.2,107,51.9,6218,96,2073,84.61,70,124,18.03504803,50.50745624
160502,gm. Krapkowice,3,41.15649867,4.9,2955.93,5.6,107,57.1,2572,78.3,2104,96.45,94,238,17.9415587,50.46474891
