TERYT,Gmina,Rok,Frekwencja,MalTys,BudzM,BezPro,WspFem,WspObc,AptOs,PowUzM,BibM,WspSko,PodTys,OsbKM,WspX,WspY
281104,gm. Nidzica,3,41.93946518,5.5,3185.54,6.9,104,55,2683,71.6,5366,90.58,82,57,20.4752845,53.42024648
281201,m. Nowe Miasto Lubawskie,3,48.30929025,5.9,3356.09,7.5,109,61,2220,72.8,11101,105.45,94,976,19.58507277,53.42333059
281202,gm. Biskupiec,3,40.13945533,6.2,3638,11,97,58.2,9538,77.4,1908,83.14,63,40,19.34827224,53.48522849
281203,gm. Grodziczno,3,42.34343434,6.3,3986.45,6.9,98,64.4,0,88.2,1277,101.05,50,41,19.75678626,53.386984
281204,gm. Kurzętnik,3,42.61452833,5.3,4683.79,7.5,100,63,9127,88.8,4564,93.86,65,61,19.52435987,53.39186449
281205,gm. Nowe Miasto Lubawskie,3,41.8705036,5.6,3712.09,9.2,100,58.8,0,82.6,1362,80.14,66,59,19.5773365,53.4643097
281303,gm. Kowale Oleckie,3,27.76312635,6.1,3585.2,13.9,94,57.1,5218,71.8,1305,84.21,51,21,22.334296,54.146166
281304,gm. Olecko,3,40.37395305,5.2,3531.29,10.3,104,60.3,2453,68.4,11039,93.14,107,83,22.48827075,54.03564052
281305,gm. Świętajno,3,30.23970498,6.9,3746.04,14.7,92,51.1,4052,75.9,4052,70.45,58,19,22.29466427,54.01984774
281306,gm. Wieliczki,3,34.59558824,5.6,4079.59,10.6,96,54.8,3397,79.4,1699,89.96,46,24,22.60021962,53.97113061
281401,gm. Barczewo,3,43.02974634,4.9,3028.3,7.9,101,53.3,5850,81.9,1950,77.07,84,55,20.71507502,53.83715021
281402,gm. Biskupiec,3,39.02041349,5.3,3297.02,10.1,106,53.9,2386,68.4,3818,91.31,75,66,20.96685228,53.86047253
281403,gm. Dobre Miasto,3,42.72890485,4.5,3047.15,9.2,104,58,2016,69.4,4031,82.15,74,62,20.42362929,53.98739081
281404,gm. Dywity,3,52.12422073,4.9,4011.18,5.3,101,52.4,5627,114.1,3751,79.48,128,70,20.49276427,53.87563338
281405,gm. Gietrzwałd,3,45.87192912,3.5,3464.1,6.3,102,52.4,6522,104.2,2174,65.41,98,38,20.24820571,53.72997964
281406,gm. Jeziorany,3,33.33333333,2.8,3342.36,11.9,104,53.1,2646,71.2,7939,74.59,52,38,20.73511481,53.97853225
281407,gm. Jonkowo,3,46.01962923,4.8,3430.6,7.1,98,51.2,7108,111.9,2369,72.8,112,42,20.26600182,53.82446054
281408,gm. Kolno,3,32.84724754,4.9,3812.69,12.1,100,53,0,70.6,3300,78.03,48,18,20.98943471,53.98883093
281409,gm. Olsztynek,3,38.15002301,4.2,3056.85,8,103,54.2,3469,72.3,4625,84.66,81,37,20.30893708,53.57031728
281410,gm. Purda,3,40.22869023,5.8,3469.37,7.1,101,48.5,0,96.5,2141,60.46,86,27,20.64058061,53.68136529
281411,gm. Stawiguda,3,54.53975223,5.8,4965.35,5.3,104,50.5,2658,97.5,2658,90.35,140,36,20.43735109,53.65853902
281412,gm. Świątki,3,31.72456194,5.5,3419.93,10.2,96,53.7,0,79.8,2089,80.75,52,25,20.235682,53.92902435
281501,m. Ostróda,3,47.81623709,5,2886.17,5.9,112,61.3,2234,61.1,11172,99.08,102,2369,19.96528098,53.70380894
281502,gm. Dąbrówno,3,32.57109352,6.8,4046.45,11.4,91,58.2,2203,80.3,1101,88.3,50,27,20.03992196,53.45280892
281503,gm. Grunwald,3,28.29422383,5.2,4275.81,12,96,56.9,5782,67.3,2891,89.89,49,32,20.11739631,53.52681995
281504,gm. Łukta,3,33.18207601,4.6,3593.28,9.9,98,53.2,4512,82.1,4512,86.1,64,24,20.06225902,53.7989333
281505,gm. Małdyty,3,28.41176471,5.3,3320.18,9.5,98,54.9,6370,68.8,6370,86.34,62,34,19.73068816,53.90311082
281506,gm. Miłakowo,3,31.39977604,5.2,3564.63,13.5,99,56.3,2815,67.1,2815,89.96,64,36,20.07415799,53.98906066
281507,gm. Miłomłyn,3,34.26952451,5.9,3605.28,10,99,55.2,2521,76.7,5042,83.66,68,31,19.81432279,53.75192983
281508,gm. Morąg,3,37.85685155,4.8,3667.87,10.5,102,58.1,3096,66.4,3538,91.72,76,80,19.9264519,53.91589673
281509,gm. Ostróda,3,37.00647249,4.1,3720.49,7.3,97,54.1,0,84.9,2285,66.24,70,40,19.95506285,53.64161219
281601,gm. Biała Piska,3,34.76150274,6.1,3659.34,14.8,97,55.4,4006,64.4,6009,88.04,48,29,22.08522051,53.63351685
281602,gm. Orzysz,3,37.72884054,5.6,3677.3,13.1,98,57.1,4638,64.4,3092,88.09,58,26,21.93233662,53.80781372
281603,gm. Pisz,3,40.31724138,5.4,3134.37,11.7,101,57.3,3495,72.5,1997,86.66,84,44,21.78154862,53.60869851
281604,gm. Ruciane-Nida,3,41.83464797,5.9,2965.12,11.6,102,54.6,4161,71.3,2080,70.41,90,23,21.56932432,53.63949283
281701,m. Szczytno,3,48.73511525,4,3118.92,8.4,110,59.2,1714,64.8,11996,125.97,96,2259,20.99561646,53.56306371
281702,gm. Dźwierzuty,3,32.33987412,3.6,3152.66,11.1,100,54.1,6686,74.3,6686,84.38,46,25,21.00574297,53.70723318
281703,gm. Jedwabno,3,34.76380572,4.9,5107.85,10.7,101,54.7,3684,77.5,409,85.46,73,12,20.74237768,53.52006791
281704,gm. Pasym,3,36.62070577,2.6,3279.37,8,99,53.4,2696,83.7,2696,90.84,71,36,20.80728744,53.64542887
281705,gm. Rozogi,3,34.96042216,4.4,3871.83,7.9,94,51.9,2828,80.4,1414,83.73,45,25,21.3348741,53.47412154
281706,gm. Szczytno,3,39.00406292,2.9,3412.06,8.9,98,52.8,0,90.8,3148,50.63,72,36,21.03392642,53.54453549
281707,gm. Świętajno,3,36.91579164,6.5,3697.55,9.2,99,54.4,6041,83,2014,80.84,76,22,21.25954214,53.58839841
281708,gm. Wielbark,3,30.27664926,6.1,3673.79,9.4,94,53.5,3264,74,3264,84.87,44,19,20.94808455,53.39966458
281801,gm. Banie Mazurskie,3,28.72208437,3.6,4019.19,13.6,99,57.1,3873,73,1937,83.2,63,19,22.05987782,54.25984196
281802,gm. Dubeninki,3,30.22494888,5.6,3698.23,12.6,99,63.5,0,73.7,1516,79.11,50,15,22.61384373,54.30923337
281803,gm. Gołdap,3,38.6360826,5.4,3829.67,9.3,102,56,5094,69,10188,89.13,87,56,22.31199325,54.26555657
281901,gm. Budry,3,30.7503075,3.4,4276.24,16.4,97,59.5,0,77,1479,85.58,44,17,21.86375973,54.2768184
281902,gm. Pozezdrze,3,31.89307946,3.3,3163.64,12.2,98,56,3345,78.5,3345,71.05,62,19,21.86526682,54.14724175
281903,gm. Węgorzewo,3,38.11469534,4.6,2957,11.5,100,58,2858,68.8,4287,86.53,81,50,21.67290907,54.21578068
286101,m. Elbląg,3,48.33155282,4.4,4467.04,7.1,109,58.8,4055,57.9,15205,89.36,103,1524,19.43925444,54.19046244
286201,m. Olsztyn,3,56.64146587,4.1,6932.95,4.7,115,58.9,2551,58.1,4818,98.02,133,1964,20.47415863,53.78172657
300101,m. Chodzież,3,50.74358974,4.5,2910.01,5.9,111,63.5,1920,70.6,9600,100.08,111,1503,16.91615928,52.98936337
300102,gm. Budzyń,3,43.1969697,5.2,3437.49,6.1,97,55.4,4213,93.1,1404,85.63,82,40,16.93618501,52.88617371
300103,gm. Chodzież,3,46.52513966,5.2,3471.09,6,99,56.3,0,95,0,72.88,88,28,16.88943564,52.99287229
300104,gm. Margonin,3,45.95416751,4.7,4891.74,9.1,98,60.7,3201,96.1,1601,111.87,69,52,17.10430964,52.96252243
300105,gm. Szamocin,3,40.7369146,5.7,3603.75,9.8,100,60.9,3777,89.5,2518,92.12,72,59,17.15290427,53.04736652
300201,m. Czarnków,3,52.95446842,4.9,3628.57,3.3,106,61.6,1379,67.9,3676,114.19,107,1099,16.56053625,52.89910066
300202,gm. Czarnków,3,41.8215187,4,2978.56,3.3,98,56.6,0,93,2275,78.51,68,33,16.57227394,52.92597167
300203,gm. Drawsko,3,40.067411,4.5,3113.41,7.2,98,58.1,0,89.3,1485,93.27,58,36,16.02336053,52.80333786
300204,gm. Krzyż Wielkopolski,3,40.23103252,5.9,2953.71,7.7,104,59.4,2925,73.7,8775,92.41,80,50,16.03206455,52.94936166
300205,gm. Lubasz,3,43.66294067,6.2,3165,3.3,100,59.5,7572,104.5,2524,88.94,80,45,16.49701859,52.81861715
300206,gm. Połajewo,3,41.91940174,5.8,3258.72,4.2,98,60,6188,100.7,6188,95.44,67,44,16.66801051,52.78872502
300207,gm. Trzcianka,3,44.32518597,4.2,3174.18,4.8,103,59.9,3484,76,3049,90.41,92,65,16.45747442,53.04282519
300208,gm. Wieleń,3,40.80193431,6,3528.02,6.4,102,60.7,4207,80.8,2524,92.84,75,29,16.23646879,52.8904863
300301,m. Gniezno,3,53.41260318,5.2,3090.41,5.6,108,62.4,1777,63,11552,104.52,128,1707,17.60156317,52.52782383
300302,gm. Czerniejewo,3,45.31932094,4.9,3335.81,4,98,56.4,2433,81.7,1825,98.05,91,65,17.50553512,52.44059659
300303,gm. Gniezno,3,49.15639584,5.8,3221.82,4.3,100,56.8,0,100.3,5565,62.07,113,62,17.63241833,52.56994322
300304,gm. Kiszkowo,3,43.22429907,5.2,3380.34,3.8,96,57.4,5414,84.4,1805,93.27,81,47,17.29392154,52.58201974
300305,gm. Kłecko,3,43.93684918,5.5,3286.78,4.7,102,56.3,3802,81.5,7603,89.97,85,58,17.42641425,52.61901891
300306,gm. Łubowo,3,47.96832673,5,3765.46,4.1,101,59.4,3195,101.2,6390,92.74,100,56,17.42806752,52.50660792
300307,gm. Mieleszyn,3,38.58853998,6.4,3132.34,4.6,103,57.2,0,92.1,2016,80,83,41,17.5371222,52.66812936
300308,gm. Niechanowo,3,46.60172179,5.7,3487.01,5.2,101,59.9,5770,96.6,5770,82.1,74,55,17.66086887,52.4509977
300309,gm. Trzemeszno,3,40.22166607,5.1,3142.44,5.4,100,60,3597,71.3,7194,88.35,78,82,17.83872831,52.57558559
300310,gm. Witkowo,3,48.47307052,4.5,2943.44,5.7,101,57.1,3438,74.8,6875,95.21,85,74,17.80215028,52.44816453
300401,gm. Borek Wielkopolski,3,36.19774386,4.2,3661.51,5.1,98,58.8,3796,94.5,7591,98.47,75,59,17.22217128,51.90893902
300402,gm. Gostyń,3,46.77484243,5.4,2833.13,6.1,105,57.5,2798,82.7,6994,98.56,112,204,16.97528218,51.89456923
300403,gm. Krobia,3,41.30180969,5.2,3148.17,5.3,102,56.7,2617,99.3,2617,97.61,98,101,16.99071832,51.76350399
300404,gm. Pępowo,3,47.61603376,6.7,3047.72,5,97,61.6,3003,102.5,6006,97.4,82,69,17.11881377,51.76066319
300405,gm. Piaski,3,42.86755063,7.2,2993.16,5.2,102,58.9,4311,102.6,2874,92.34,84,86,17.10157343,51.8678161
300406,gm. Pogorzela,3,39.26546709,6.5,3743.27,5.1,99,56.5,2551,106,5102,97.83,78,53,17.25433373,51.81259758
300407,gm. Poniec,3,35.81875994,3.8,3217.89,4.6,103,58.2,3925,89.1,3925,93.09,81,59,16.86058717,51.77934603
300501,gm. Granowo,3,43.12723556,7.1,3532.25,4.6,97,57.7,0,103.3,5057,96.31,79,76,16.54473934,52.23315371
300502,gm. Grodzisk Wielkopolski,3,46.9365069,5.9,3093.64,4.7,103,56.1,1964,84.2,4909,96.4,110,148,16.33700512,52.23989634
300503,gm. Kamieniec,3,42.61221345,6.8,3411.88,3.6,100,57.9,3342,97.7,6684,91.2,67,50,16.48536438,52.15079689
300504,gm. Rakoniewice,3,40.85341365,5.1,3138.51,4.6,100,58.1,2638,99,2638,90.76,99,66,16.22033265,52.17281092
300505,gm. Wielichowo,3,44.87037037,7,3200.31,4,99,56,3429,105,3429,93.95,79,64,16.37356407,52.10829022
300601,gm. Jaraczewo,3,44.0743015,6.8,3220.2,5.5,106,61.7,8346,92.6,4173,90.64,66,63,17.34030773,51.9551229
300602,gm. Jarocin,3,47.8248853,5.2,2841.54,4.9,107,59.7,2853,82.8,4565,98.86,98,228,17.50462186,51.96690647
300603,gm. Kotlin,3,41.78263167,5.4,3585.88,6.1,101,59,3677,94.9,3677,93.75,56,88,17.64005671,51.94183101
300604,gm. Żerków,3,42.20349187,4.7,3563.97,6.1,99,58.5,5219,93.4,10437,94.84,75,61,17.6045572,52.07148503
300701,gm. Blizanów,3,43.61132364,4.7,2742.42,2.5,105,56.6,0,108.2,3273,86.04,84,62,18.02215232,51.90164345
300702,gm. Brzeziny,3,40.7287624,4.6,3374.85,3.4,103,63,2927,101.3,2927,93.38,74,46,18.27068524,51.58561004
300703,gm. Ceków-Kolonia,3,41.09947644,4.6,3409.38,3,102,59.7,0,99.7,2409,86.1,76,55,18.2898039,51.87160933
300704,gm. Godziesze Wielkie,3,45.31081081,5.7,2995.68,3.1,102,57.9,4635,109.6,4635,75.65,77,88,18.1556805,51.65321664
300705,gm. Koźminek,3,40.55124608,5,2856.32,3.4,100,57,7553,98.3,7553,76.88,74,85,18.33883052,51.78865674
300706,gm. Lisków,3,43.20785597,7,3265.24,3.1,108,62.7,2641,101.4,2641,98.41,63,70,18.39400842,51.84560133
300707,gm. Mycielin,3,36.73110721,7.1,3090.54,3.4,100,59.6,4933,93.5,2467,95.17,52,44,18.23798965,51.95776013
300708,gm. Opatówek,3,51.32404181,4.4,3323.47,2.9,104,61.2,3617,107.2,3617,97.94,107,104,18.22248833,51.73918166
300709,gm. Stawiszyn,3,42.50991208,3.9,2779.2,3.5,107,58.8,7204,89,2401,89.61,75,92,18.12539121,51.93116737
300710,gm. Szczytniki,3,41.4354067,5.1,3274.21,3.6,101,60.3,7888,96,2629,94.69,60,71,18.32625995,51.68714846
300711,gm. Żelazków,3,46.0181721,5.3,2792.52,2.9,104,57.3,0,114.2,1874,67.39,88,82,18.1519643,51.83680254
300801,gm. Baranów,3,50.79934747,6.9,3891.84,1.7,100,55.8,7815,111.1,2605,91.42,103,105,18.003162,51.24370902
300802,gm. Bralin,3,51.61839864,4.5,3339.34,1.6,96,59.1,3018,105,6036,88.97,117,71,17.88801628,51.27925583
300803,gm. Kępno,3,52.85540087,4.4,3326.65,2.5,105,60.2,2740,84.6,3082,100.94,119,199,18.01581956,51.32357609
300804,gm. Łęka Opatowska,3,45.49831488,4.9,3535.61,1.7,99,58,0,104.2,1771,95.91,81,68,18.11821938,51.21425452
300805,gm. Perzów,3,45.0667535,6.8,3673.61,2.5,100,55.5,0,96.9,1904,91.24,89,51,17.79831296,51.249132
300806,gm. Rychtal,3,42.4904943,6.7,3271.08,2.7,99,54.7,3893,91.7,3893,92.62,71,40,17.89939295,51.15692318
300807,gm. Trzcinica,3,52.62201454,4.5,3401.52,2,101,60,4905,99.3,2453,89.95,72,65,18.00870639,51.17456781
300901,m. Koło,3,49.32176396,4.8,3201.6,7.7,113,62.4,1890,63.5,5669,104.08,119,1637,18.62966533,52.20161449
300902,gm. Babiak,3,40.10827533,6,3358.03,8.1,102,56.1,4007,89.9,2671,81.59,54,60,18.69168283,52.34816904
300903,gm. Chodów,3,36.45718486,6.2,3547.65,11.1,98,58.9,0,78.6,3213,83.9,54,41,19.0211996,52.25652463
300904,gm. Dąbie,3,41.09281437,5.7,2960.04,8.8,102,59.8,3243,75.7,3243,87,59,50,18.80004261,52.10981911
300905,gm. Grzegorzew,3,43.1110136,3.8,3109.62,7.4,103,59.9,5702,92.8,2851,89.68,58,78,18.76520937,52.21594517
300906,gm. Kłodawa,3,43.10100915,6.3,3023.87,7.3,103,61.1,3275,78.4,4367,96.89,71,102,18.87792226,52.27249032
300907,gm. Koło,3,45.28457975,5.1,2823.64,6.4,99,60.5,0,100,3814,65.09,70,74,18.66221468,52.22837308
300908,gm. Kościelec,3,42.01602385,5.4,2788.72,7.4,98,61.8,6734,95.1,3367,73.99,70,64,18.56955246,52.16651626
300909,gm. Olszówka,3,35.45891142,3.9,3087.24,7.2,102,61.6,4582,91.4,2291,87.92,54,56,18.86013915,52.18011959
300910,gm. Osiek Mały,3,40.89659547,5.8,3389.37,8,101,59.2,6005,95.5,2002,82.9,68,69,18.57853286,52.27574831
300911,gm. Przedecz,3,36.26152074,2.8,3327.87,9,102,60,1421,81,4262,84.4,53,56,18.94243465,52.33873509
301001,gm. Golina,3,42.56714553,4.4,2665.05,9.2,100,51.5,3960,93.2,3960,78.4,84,120,18.10022787,52.24310538
301002,gm. Grodziec,3,35.84678391,5.3,3476.95,6.6,100,58.8,5246,97.7,5246,91.49,65,45,18.03573537,52.03656373
301003,gm. Kazimierz Biskupi,3,45.34359538,5.6,3684.66,7.4,101,50.9,11405,93.8,11405,74.73,81,106,18.14965782,52.30989253
301004,gm. Kleczew,3,43.55721393,4.9,5258.29,8,104,54.3,3344,93.6,5016,98.7,64,91,18.13972301,52.40080908
301005,gm. Kramsk,3,43.22454158,4,3054.43,10.2,102,56.3,5516,100.1,5516,81,70,84,18.40953267,52.26110649
301006,gm. Krzymów,3,44.49958644,4.1,3002.81,7.4,104,57.8,7857,111,2619,87.32,78,85,18.36664024,52.18234031
301007,gm. Rychwał,3,44.03779811,4.3,3140.54,6.3,102,58.7,4194,105.1,8388,89.01,75,71,18.15213846,52.06654564
301008,gm. Rzgów,3,42.46599541,3.4,3109.59,6.5,103,55.8,7171,103,3586,92.36,66,69,18.0797101,52.15468555
301009,gm. Skulsk,3,34.49322274,2.7,3480.21,10.1,98,59.4,3103,86.5,6205,96.95,58,73,18.32999496,52.47222811
301010,gm. Sompolno,3,40.1120515,6.9,3626.43,9.6,102,56.2,3473,85.5,3473,90.75,69,76,18.51844324,52.35390615
301011,gm. Stare Miasto,3,49.22125262,5.4,3394.53,6.1,101,56.3,5925,117.1,3950,84.51,107,121,18.22638918,52.15101882
301012,gm. Ślesin,3,42.45567376,5.1,3652.23,9,100,55.2,2806,102.4,3507,89.95,85,96,18.3248953,52.3653129
301013,gm. Wierzbinek,3,37.48932536,4.8,3849.64,9.6,97,59,0,85.9,1877,84.88,41,51,18.49438515,52.44117724
301014,gm. Wilczyn,3,39.3883792,4.9,3893.24,11.4,103,58.7,6256,87.1,6256,88.76,63,75,18.1814203,52.46022394
301101,m. Kościan,3,54.36107554,6,3118.88,3.2,109,59.8,1397,73.1,5936,123.82,118,2701,16.64537944,52.08427883
301102,gm. Czempiń,3,45.15737162,6.4,2868.05,3.2,105,56.2,3828,87.6,2871,91.8,97,81,16.74671712,52.14197751
301103,gm. Kościan,3,45.25564994,5.7,3431.83,2.9,101,53.9,0,98.7,2283,70.26,81,79,16.67757289,52.07681295
301104,gm. Krzywiń,3,44.39240506,5.5,3144.17,3.8,100,57.2,5029,94.7,2012,93.32,80,56,16.86509315,51.9880571
301105,gm. Śmigiel,3,42.69064748,5.4,3162.84,3.5,102,60.5,3553,91,4441,96.92,103,94,16.55295771,52.00998925
301201,m. Sulmierzyce,3,44.6557971,4.1,3296.66,4.1,100,60.1,1454,92.3,2907,85.87,78,99,17.52633127,51.61666168
301202,gm. Kobylin,3,41.3803824,5.3,3078.47,3.4,100,60.5,4082,97.4,2721,90.66,66,73,17.24131803,51.73074934
301203,gm. Koźmin Wielkopolski,3,42.87974684,5,2991.19,3.6,104,62.5,2679,94,3349,97.48,87,88,17.42145021,51.83743348
301204,gm. Krotoszyn,3,48.15498732,5,3152.52,4.3,105,59.7,2897,87.1,5793,97.49,92,159,17.51040205,51.72077931
301205,gm. Rozdrażew,3,43.91455539,5.8,2866.23,3.1,101,58.2,2596,119.9,2596,87.5,66,66,17.52140347,51.78440205
301206,gm. Zduny,3,43.47002068,4.4,2963.94,4.6,101,56.7,3726,92.2,2484,91.61,80,88,17.3391951,51.66574094
301301,gm. Krzemieniewo,3,42.05635049,6.9,2788.37,3.3,98,58.2,4202,97,2101,95.85,74,74,16.81087117,51.85798737
301302,gm. Lipno,3,47.54962234,4.6,3360.5,3.3,101,58.6,0,116.3,1078,71.47,116,73,16.56456518,51.9175576
301303,gm. Osieczna,3,43.42382895,4.9,3363.04,3.2,102,58.6,3020,103.8,3020,91.39,95,70,16.70815717,51.9094507
301304,gm. Rydzyna,3,46.84515195,5.4,2933.65,3.7,100,59.3,4425,110.2,4425,91.83,106,65,16.67303654,51.78483112
301305,gm. Święciechowa,3,44.32938032,4.9,3048.39,3.2,100,56,2596,109.5,3895,68.3,106,58,16.47780302,51.83198677
301306,gm. Wijewo,3,41.73063503,9.7,4346.69,3.2,95,60.7,3798,116,1899,94.15,101,61,16.20113983,51.91053892
301307,gm. Włoszakowice,3,46.0744666,3.5,3121.23,2.9,103,60.5,3108,114.3,3108,100.87,129,73,16.37734902,51.92607546
301401,gm. Chrzypsko Wielkie,3,40.28614458,4.4,3435.41,3.2,99,65,3358,91,0,90.38,66,40,16.23452585,52.61276555
301402,gm. Kwilcz,3,41.39327663,5.5,3752.29,4.6,100,57.7,2108,84.1,3162,89.01,83,45,16.11092925,52.54458738
301403,gm. Międzychód,3,45.60995624,4.7,3386,4,103,59.1,2327,78.2,1432,96.74,112,61,15.91001456,52.58987686
301404,gm. Sieraków,3,42.84074605,5,3065.46,2.9,103,58.6,2198,81.8,4396,93.45,85,43,16.05971074,52.66150034
301501,gm. Kuślin,3,41.25350795,5.6,3245.01,2.7,101,61.1,5573,89,1858,90.66,78,52,16.31651911,52.37505314
301502,gm. Lwówek,3,40.21860987,5.6,3597.11,3.5,102,61.8,4673,83.9,4673,92.62,87,51,16.17386066,52.44801377
301503,gm. Miedzichowo,3,44.65303386,5,4075.97,3.5,103,57.6,3654,97.1,1827,92.47,90,18,15.98296214,52.40094996
301504,gm. Nowy Tomyśl,3,50.96873297,5,3305.63,2.5,105,59.5,2621,84.1,4368,98.15,125,141,16.14900943,52.3094258
301505,gm. Opalenica,3,49.57137239,5.5,3290.65,2.4,104,59.8,2717,92.6,3261,94.84,115,109,16.40673513,52.31173919
301506,gm. Zbąszyń,3,50.99455808,4.8,3386.48,2.3,104,59,2729,87.4,13643,97.33,105,76,15.95344074,52.27058721
301601,gm. Oborniki,3,48.77266654,4.6,3104.16,3.7,103,58.6,3759,80.8,1879,97.12,122,99,16.75900028,52.6537918
301602,gm. Rogoźno,3,45.07114192,5.2,2860.97,4.6,100,58.7,6074,76.6,6074,90.25,94,84,16.99033788,52.73747201
301603,gm. Ryczywół,3,40.05656709,5.8,3394.58,3.8,100,59.3,2483,92.8,3725,89.3,66,48,16.81876377,52.79456795
301701,m. Ostrów Wielkopolski,3,53.09621941,5.2,2916.02,4,110,61.8,2794,76.3,10376,103.46,126,1734,17.81430336,51.64701149
301702,gm. Nowe Skalmierzyce,3,44.47176461,6.2,3648.71,2.5,102,56.1,7632,95,5088,92.78,71,122,17.97992547,51.71455685
301703,gm. Odolanów,3,48.36208399,5.4,3501.7,4.3,100,56.1,4815,103.7,4815,89.44,74,106,17.66255559,51.57519531
301704,gm. Ostrów Wielkopolski,3,47.57691534,5.6,2880.31,3.6,102,56.5,0,105.4,1461,76.58,87,91,17.78604555,51.68349672
301705,gm. Przygodzice,3,49.82629751,4.8,3141.01,3.8,101,57.2,5998,109,1999,84.25,89,73,17.82298725,51.55542475
301706,gm. Raszków,3,45.63991323,6.1,3080,4.1,99,58.9,3943,106.1,2957,87.91,87,88,17.72325024,51.73672022
301707,gm. Sieroszewice,3,40.05718742,6.8,3093.95,3.8,98,54.7,4830,103.4,1207,86.7,75,59,18.03904651,51.6036611
301708,gm. Sośnie,3,40.58081773,6.7,3464.61,6,99,55.1,6608,92.5,1652,90.95,64,35,17.63625546,51.46897362
301801,gm. Czajków,3,40.48309179,4.4,3650.3,3.2,96,59.5,2479,103.9,2479,95.29,78,35,18.32029812,51.47643631
301802,gm. Doruchów,3,43.77267231,4.3,3272.58,4.1,98,58,5306,107.3,5306,93.84,76,53,18.09281765,51.40983909
301803,gm. Grabów nad Prosną,3,45.30899776,4.6,2989.76,3.6,104,59.5,1953,109.7,3907,94.29,91,63,18.10652768,51.48008188
301804,gm. Kobyla Góra,3,45.14767932,3.7,3419.39,5.4,95,55.4,6160,102.2,6160,90.31,90,48,17.80744967,51.36842867
301805,gm. Kraszewice,3,39.21293043,5.3,3886.85,3.6,100,60.4,3625,108.5,1813,96.53,79,48,18.243775,51.50852198
301806,gm. Mikstat,3,38.87545345,4.1,3371.11,3.8,100,57.1,6116,99.5,6116,93.08,81,70,17.98547622,51.52978462
301807,gm. Ostrzeszów,3,47.40111495,5.1,2875.82,5.5,106,60.7,2989,90,5978,94.06,115,128,17.90202273,51.43742953
301901,m. Piła,3,54.00854834,5.5,3464.45,4.5,108,59.8,2317,64.8,6740,96.82,115,722,16.7630322,53.14554791
301902,gm. Białośliwie,3,44.74379292,4.8,3121.46,5.3,100,57.6,4951,89.4,4951,88.51,62,66,17.14401149,53.11610092
301903,gm. Kaczory,3,50.456621,4.7,3121.36,4.2,102,53.8,7909,97.9,3955,79.75,66,53,16.8962661,53.11913831
301904,gm. Łobżenica,3,41.63124336,4.9,3119.71,5.9,95,56.8,4853,85,4853,94.61,52,51,17.29289134,53.27275515
301905,gm. Miasteczko Krajeńskie,3,41.10718492,6.5,3486.22,4.6,99,62.2,0,85.6,3239,90.44,61,46,17.01893775,53.10771038
301906,gm. Szydłowo,3,44.59701493,3.9,3224.09,5.3,96,49.2,0,97.1,2920,65.03,99,33,16.63186892,53.19578887
301907,gm. Ujście,3,44.14470607,5.1,3001.04,4,97,54.4,2673,79.2,1604,81.39,77,63,16.71038685,53.03314635
301908,gm. Wyrzysk,3,40.89557618,6.1,2985.4,6,105,56.3,2349,79.6,7048,96.96,67,89,17.2728085,53.1520083
301909,gm. Wysoka,3,39.92839646,4.9,3128.13,5.5,98,56.7,3375,77.5,3375,88.11,52,55,17.07255062,53.19250549
302001,gm. Chocz,3,41.22577266,0,0,0,0,0,0,0,0,0,0,0,17.89413322,51.98695869
302002,gm. Czermin,3,47.62029976,4.5,3228.46,4.7,95,58.7,0,105.1,1631,88.28,72,50,17.76503338,51.97858185
302003,gm. Dobrzyca,3,43.22530864,0,0,0,0,0,0,0,0,0,0,0,17.62862607,51.85327246
302004,gm. Gizałki,3,37.9705401,7.3,3664.26,4.3,100,59.5,4670,96.6,934,90.82,81,43,17.8509578,52.05296638
302005,gm. Gołuchów,3,46.56543745,4.7,3070.51,3.5,101,56.9,10471,104.4,2094,79.43,87,77,17.93369555,51.83092269
302006,gm. Pleszew,3,45.52702249,4.5,2940.82,4.6,103,60.8,2013,85.6,1777,97.15,107,167,17.80322554,51.8807926
302101,m. Luboń,3,60.02920084,4.6,2659.32,2.2,110,60.5,2219,77.8,10356,89.79,153,2300,16.87794487,52.33921602
302102,m. Puszczykowo,3,64.86149239,5.7,3248.33,2.7,111,63.8,1951,120.8,4877,97.99,200,595,16.85467691,52.28142564
302103,gm. Buk,3,51.86613845,6.3,3461.99,2.3,106,58.1,2478,96.2,2478,91.75,140,137,16.54324003,52.34700508
302104,gm. Czerwonak,3,57.62859213,4.6,3389.55,1.9,105,52.8,2709,80.6,6774,88.28,123,328,17.01782261,52.50445717
302105,gm. Dopiewo,3,63.02829407,3.8,3548.53,1.5,104,60.6,2606,117.9,7818,80.11,162,217,16.69894064,52.36502756
302106,gm. Kleszczewo,3,59.32609096,5.4,3746.92,1.6,104,59.1,7500,100.4,3750,91.16,122,101,17.14799793,52.32531744
302107,gm. Komorniki,3,61.44998064,4.7,3823.33,1.6,105,57.9,3197,100.9,6393,81.34,173,385,16.80654559,52.32806658
302108,gm. Kostrzyn,3,46.4939803,4.9,2791.02,2.6,105,56.2,2534,94.4,3548,87.61,113,115,17.25597689,52.37906575
