TERYT,Rok,Frekwencja,MalTys,BudzM,BezPro,WspFem,WspObc,AptOs,PowUzM,BibM,WspSko,PodTys,OsbKM,WspX,WspY
221209,2,36.98481562,5.2,3293.66,11.4,100,49.2,3459,79.6,1730,90.34,76,13,17.2628989,54.67822239
221210,2,41.66398455,3.9,3479.79,8.6,97,51.4,0,100.3,1342,69.04,106,37,16.93177339,54.57040047
221501,2,56.63093415,6.6,2180.79,5.7,103,44.6,7343,74.4,11015,109.19,108,631,18.33954244,54.61728579
221502,2,59.48760559,5.5,2235.39,5.1,105,50.8,2761,77.1,11735,107.03,113,1559,18.38312528,54.56691825
221503,2,54.40200872,4.8,2613.24,7.3,107,58,3857,59.3,25073,111.83,108,1964,18.24639744,54.60290411
221504,2,39.84861977,6.1,3368.68,9.6,94,54.9,5707,77.5,5707,96.17,76,31,17.84116876,54.75195084
221505,2,39.96898624,4.7,5376.63,6.7,89,55.2,0,75.1,7223,104.17,65,41,18.00692042,54.69144515
221506,2,44.54378725,5.9,4296.45,7.8,98,63.7,5999,92.6,3000,101.85,55,50,17.97920403,54.45815266
221507,2,47.8602707,5.4,3511.97,7,98,60.9,4821,101,4821,100.75,77,130,18.09370474,54.55177179
221508,2,42.237178,5.8,3079.82,8.9,98,56.9,11795,80.7,2359,98.21,67,51,17.9206772,54.57682726
221509,2,50.72837913,6,3493.6,4.2,96,59.9,3847,112.3,3077,101.13,95,87,18.24227853,54.46927588
221510,2,50.01623271,5.4,2999.76,7,99,57.3,10971,103.8,10971,95.67,96,113,18.22648254,54.59448785
226201,2,62.64694167,5,4127,3.5,110,57.9,2797,61.2,11315,104.42,141,1842,18.47947178,54.50644586
226301,2,52.18134034,5.7,4355.09,7.6,112,53.9,2730,58.9,10616,102.57,139,2214,17.03181248,54.46502592
240201,2,53.76344086,4.8,4889.33,6.9,110,54.7,1447,99.2,5789,97.26,164,148,19.0079546,49.69914296
240202,2,55.31841652,5.8,2856,4.2,103,54.9,10942,102.2,2736,99.26,90,289,19.06202226,49.91233627
240203,2,54.85217391,5.6,3829.4,6.8,103,57.7,5480,95.8,2740,102.29,102,563,19.08592447,49.72536162
240204,2,54.28636832,6,2676.23,4.9,107,54.3,4034,74.3,4034,98.05,94,667,18.96678482,49.89857259
240205,2,54.34029782,5.1,2596.92,4.5,103,56.1,3191,97.9,4467,95.65,94,244,18.90641647,49.83801444
240206,2,58.98480919,5.9,4970.06,4.8,103,57.5,2286,109.9,6859,92.4,151,325,18.94097882,49.7820395
240207,2,57.26627584,5,2619.76,5.1,109,55.5,3086,95.3,6171,98.75,111,462,19.14031292,49.8341417
240208,2,51.24969067,5.7,2588.15,6.8,104,56.7,3067,95,3833,93.18,80,238,19.24385341,49.82453476
240209,2,53.16335418,6.8,2534.65,4,103,57.6,4069,98.1,3255,94.36,77,284,19.13888016,49.91006666
240210,2,57.13211802,4.2,3012.57,5.7,108,57,4335,94.3,4335,93.57,120,378,19.07440958,49.75848551
240301,2,54.74027325,4.8,3504.17,6.9,115,56.5,2261,70.3,6030,111.73,142,1265,18.64877689,49.75713311
240302,2,57.29710404,5.1,3570.56,5.7,111,60.5,2663,90.3,5325,118.37,145,271,18.82720873,49.71528996
240303,2,53.3869239,4.9,4029.88,7.3,106,58.6,2838,105.3,11351,98.9,148,103,18.90685247,49.63293529
240304,2,48.76159174,5.6,2908.41,6.4,104,59.7,1810,102.9,5431,97.29,95,114,18.90981317,49.72612915
240305,2,46.70471531,5,2812.19,5.4,103,55.6,3143,95.9,4715,103.78,64,297,18.82659449,49.89127704
240306,2,48.49581543,7.8,2622.75,5.9,101,54.4,5625,105.9,5625,103.21,92,132,18.72193417,49.79882467
240307,2,51.98078055,5.2,2167.22,6.3,107,58.4,6376,98.2,4251,83.04,97,194,18.73016699,49.7265054
240308,2,45.71894196,5.4,2357.03,5.7,103,52.5,0,97.8,3491,87.81,73,215,18.64959479,49.81222493
240309,2,48.95252953,7,3191.44,7.8,100,58.4,3939,91.7,3939,99.23,79,140,18.90620036,49.56017355
240310,2,50.58669511,5.3,2482.19,6,108,56.5,3318,81.6,8849,94.11,96,418,18.79383814,49.81866001
240311,2,48.99328859,5.5,2843.43,5.3,100,53.8,6273,99.3,3137,107.76,73,214,18.73184978,49.88504312
240312,2,50.84526651,6.8,2610.75,5.4,105,59.8,13029,102.1,4343,97.32,61,315,18.61240004,49.86487371
241001,2,52.47268013,4.4,4080.47,3.9,107,57.3,3297,103.7,6593,113.04,119,139,18.89408066,49.9324858
241002,2,52.50065462,5.1,3428.88,4.1,101,54.4,4869,96,4869,94.01,107,101,18.94836075,50.07029082
241003,2,47.81942765,6.9,3040.4,4.1,98,41,16073,86.2,4018,96.71,68,321,19.07970949,49.99157226
241004,2,48.05374001,6.6,4683.9,3.4,101,47.4,4503,97.8,3002,101.85,70,238,18.69662938,49.94942582
241005,2,51.95936862,7.3,2554.15,4.8,106,55.5,3928,96.8,3404,104.56,120,292,18.91527472,49.98899847
241006,2,50.07967221,8,3978.55,3.4,103,53.7,11635,113.7,2327,104.43,71,155,18.82384007,50.02458358
241701,2,53.24566098,5.6,2716.14,7.4,107,58,1707,74.2,16216,107.58,112,642,19.2129744,49.69557912
241702,2,57.51978892,5.2,4677.67,6.7,106,54.7,6721,92.1,2240,95.23,102,119,19.19170749,49.77891194
241703,2,53.84451544,5.7,2601.87,6.7,104,59.9,2990,90.2,2990,95.2,61,214,19.30206811,49.70901179
241704,2,47.47930083,4.1,2774.26,8.1,101,59.8,6786,88.4,1697,94.98,85,80,19.33161527,49.6018651
241705,2,44.92246123,5.3,4320.92,8.7,100,55.4,2452,76.6,2452,190.37,64,78,19.42985743,49.65029385
241706,2,48.21360939,6.8,2401.79,8.3,107,56.5,10222,93.7,3407,97.92,77,174,19.07119968,49.67030151
241707,2,48.31071325,5.2,4284.91,7.8,102,56.3,4413,82.4,4413,93.31,53,103,19.29726758,49.75060407
241708,2,53.98745112,6.1,2814.58,6.1,105,55.4,4579,99.3,4579,98.5,94,383,19.15183005,49.72354856
241709,2,44.00699913,6.8,3303.07,7.6,104,59.3,5064,91.3,10127,96.57,74,102,19.05492686,49.55932437
241710,2,47.72839751,6,2601.74,8.2,104,57.3,4316,92.4,2158,99.39,69,200,19.1567289,49.63027266
241711,2,41.43840237,5,2777.9,9.8,105,61.2,4587,83.6,3058,105.65,70,70,19.04016637,49.47361641
241712,2,59.11660777,6.6,4928.41,8.1,104,56.9,0,82.1,1740,107.48,86,77,19.38922896,49.73436601
241713,2,50.4866562,5.8,2838.1,6.6,105,60.5,8078,83.4,2020,92.63,69,206,19.27867764,49.66141751
241714,2,42.28134879,6.3,3774.39,9.5,98,64.6,4742,80.8,4742,90.41,71,43,19.15975879,49.46521965
241715,2,52.21583221,6,2738.06,7.8,101,58.1,7535,89.4,3768,96.51,80,197,19.15503531,49.58022069
246101,2,58.32350397,5.6,4029.91,5.4,112,57.2,2493,67.9,7587,105.8,141,1402,19.03890219,49.81297875
240401,2,47.70633751,5.5,2554.94,9.8,111,57.3,2664,76.3,6661,88.78,81,200,18.94303872,50.79109414
240402,2,39.33526012,4.7,4477.14,14.7,104,62.1,4040,78,4040,99.06,52,40,19.5629321,50.85226354
240403,2,43.07001429,6.2,2611.89,9.8,99,55.3,2995,79,1996,97.04,58,41,19.44978439,50.72496717
240404,2,43.58078603,6.1,2707.76,8.6,106,55.5,2803,90.5,5606,87.58,83,121,19.1398629,50.67471682
240405,2,43.48560256,3.7,2996.15,8.7,106,57.7,3451,86.1,2761,101.03,54,93,19.38320616,50.90103764
240406,2,39.85790409,6.5,2540.15,16.3,101,58.7,2530,74.5,5060,94.87,65,69,19.70289991,50.79880377
240407,2,44.27010693,5.6,3220.87,8.5,106,53.8,5336,93.9,2668,97.19,82,136,18.99431664,50.72331272
240408,2,37.65774861,4.9,3119.3,7.8,102,55.1,4921,82.9,2461,96.32,42,53,19.30643067,50.98792357
240409,2,40.75212867,4.5,3478.14,12.8,99,62.7,5061,75,1265,105.49,55,41,19.64632693,50.69803025
240410,2,43.40847398,4.1,2845.67,6.9,103,54.9,10687,95.4,3562,90.27,63,89,19.32218302,50.82274932
240411,2,49.53125,5.4,2429.34,7,101,54.5,4869,102.3,7304,92.18,97,103,19.16456568,50.93215611
240412,2,46.1130742,4.5,3442.96,8.3,100,55.3,3607,99.2,7214,104.45,94,66,19.28306785,50.73932313
240413,2,47.8415537,5.4,3154.44,7.9,105,52.7,4267,91.2,3200,86.89,82,213,19.13286748,50.72334335
240414,2,42.42979243,7.3,2713.25,12.5,99,58.4,3934,76.5,1311,108.29,55,49,19.50575456,50.78654406
240415,2,47.36385064,4.5,2430.93,8.9,105,55.2,5020,88.2,3347,97.52,81,244,19.22475927,50.87744524
240416,2,42.33449477,5.4,2740.2,7.3,106,57.9,0,87.7,2815,111.49,57,140,19.05831955,50.66725847
240601,2,48.54948301,5.8,3161.77,9,106,56.9,4144,89.2,5180,101.72,98,159,18.99208713,50.90592404
240602,2,44.14934565,6.2,2283.17,6.3,102,58.2,2347,94.9,3129,95.37,86,119,18.70131396,50.96568523
240603,2,41.34615385,6.2,2885.28,6,102,58,3245,99.6,2163,98.64,62,66,18.78537794,51.03407742
240604,2,44.23232487,6,2699.17,8.4,104,57.5,3820,95.5,2547,98.21,63,68,19.00809615,50.98526486
240605,2,38.34872352,5.7,2471.05,6.8,102,57.9,0,101.4,2293,93.97,59,94,18.82992365,50.94170912
240606,2,40.42864101,6.5,3088.12,8,102,59.9,2555,96.3,5110,99.01,74,93,18.75393296,50.88760781
240607,2,39.79109184,5.4,2931.86,6.2,101,58.8,6068,97.8,6068,100,74,59,18.93400817,51.03388513
240608,2,36.94845361,4.8,2636.75,7.2,102,59.1,5979,91.8,5979,102.13,59,67,18.69057843,50.85356906
240609,2,42.25582056,5.5,2783.5,9,103,57.5,5847,90,3508,94.36,72,118,18.87920455,50.83900382
240701,2,49.18399168,5.5,2436.49,6.7,104,53,2437,78.3,4875,105.07,90,273,18.69764481,50.63406313
240702,2,42.7475338,5.7,4008.06,7.4,100,52.9,3337,100,3337,96.55,72,58,18.91611357,50.67848794
240703,2,31.27668974,5.6,4082.86,5.8,103,53.7,7798,96.8,1950,79.61,58,58,18.6214921,50.78128297
240704,2,45.75788062,5.3,3060.02,8.6,102,55,1747,83.2,1398,92.47,75,81,18.83130113,50.74161667
240705,2,36.75803231,6.2,2835.34,7,105,51.9,6785,100.3,2262,107.08,65,85,18.72864917,50.71956375
240706,2,44.92383083,6.2,2395.4,7.2,103,55.6,2353,96.9,2942,95.89,72,91,18.83602816,50.62579247
240707,2,35.88534792,5.8,2779.42,5.8,102,53.1,6559,94.7,1312,97.32,53,55,18.57225896,50.67165517
240708,2,43.96029393,5.6,3085.29,7.4,102,56.1,2424,97.7,3232,95.68,70,76,19.02636441,50.59698097
240901,2,44.13893449,5.9,2251,11.1,108,52.8,2984,71.2,6566,99.12,94,446,19.32930721,50.56237572
240902,2,39.17430421,6.8,2665.67,8.7,106,59.5,4791,95.9,14372,102.7,111,90,19.17707093,50.57875741
240903,2,40.34437663,5.9,3165.25,10.4,99,59.8,5729,90.9,2865,96.49,72,65,19.50731016,50.64581547
240904,2,47.06672638,5.4,2417.66,9.2,108,58.7,2169,96.8,2711,95.54,101,190,19.23397536,50.65707719
240905,2,40.08246208,4.8,3757.15,11.4,104,58.3,4149,82.8,2766,99.08,103,82,19.36692729,50.63593234
246401,2,53.60246358,5.2,3891.56,9.1,113,55,2267,61.2,8131,102.87,111,1476,19.11828128,50.80525253
240501,2,47.40001937,5.8,2432.31,4.1,104,52.7,3295,56.6,9885,100.38,69,1165,18.66435238,50.20543704
240502,2,42.51497006,5.6,2598.26,6,108,51.6,2679,58.7,9375,103.87,78,607,18.60963592,50.38896319
240503,2,53.34996032,6.3,3526.43,3.3,107,57.3,3718,106.6,2789,114.76,84,293,18.75050939,50.22825108
240504,2,44.13097666,6,2393.28,3.6,105,53.3,11078,106.1,2770,96.3,81,159,18.57049234,50.21376929
240505,2,38.99305556,5.4,2685.26,4.4,104,55,0,96.4,2648,91.73,75,67,18.46846252,50.37336269
240506,2,39.98241243,3.8,3350.43,4.5,109,51.9,8646,109.5,1729,85.4,82,74,18.50125382,50.27536946
240507,2,37.48917749,6.9,2719.31,5.9,104,53.9,9546,85,1364,93.55,58,96,18.50879502,50.44712085
240508,2,34.04701931,5.1,3931.35,4.4,107,55.1,0,103.8,2962,107.03,64,51,18.55693821,50.50985484
241301,2,43.59961501,4.3,2422.01,8,105,51.4,2891,82.4,4337,94.26,76,114,18.92501654,50.55686684
241302,2,41.96594166,4.8,3042.38,6.8,106,56.8,2503,69.2,2503,91.2,63,111,18.95105986,50.50426235
241303,2,51.42608317,5.4,2854.73,5.5,106,54.4,3437,77.6,8594,100.35,94,1302,18.90203364,50.40257528
241304,2,50.97121367,5.4,2731.61,6.3,108,54.3,2768,75.2,6765,98.1,120,727,18.83544214,50.46348799
241305,2,47.2,4.4,4160.35,5.4,103,58.8,3352,63.7,1117,120.41,82,86,18.6494635,50.57095413
241306,2,51.39540076,4.1,4022.77,4.7,105,57.9,5565,111,1855,100.64,111,121,19.05603935,50.47417524
241307,2,45.67887814,4.7,2823.27,5,105,53.3,5720,107.5,5720,94.82,108,256,18.94054477,50.44793164
241308,2,39.07070083,4.7,2760.01,5,102,55.8,8057,96.1,2686,88.77,75,64,18.7349981,50.52775699
241309,2,37.03381107,5.4,2352.32,5.2,101,52.3,7864,99.9,2621,90.21,77,106,18.71560987,50.41178544
246201,2,44.65128957,5.2,3858.4,9.5,108,55.7,3323,54.5,13547,98.8,92,2536,18.87758662,50.3636055
246601,2,52.62342795,5.4,4249.2,5.3,107,53.5,3594,61.1,8494,102.88,124,1396,18.65359021,50.29922985
247801,2,41.50387511,5.2,3506.02,6.6,107,52.7,3536,55.8,8197,100.96,90,2243,18.786836,50.31565109
240801,2,49.1499403,5.7,3123.04,4.5,106,51.1,4464,68.2,7441,102.74,66,1112,18.85182846,50.14411046
240802,2,55.07556002,6.2,3506.4,5,107,54.8,3302,82.3,4403,102.33,111,500,18.85684312,50.19012825
240803,2,49.41691901,5.6,2252.24,4.3,102,55.5,3931,95,3276,96.39,78,235,18.78777784,50.10350788
240804,2,52.81346921,6.1,3942.21,3.2,102,51.4,5822,86,5822,95.59,79,377,18.75473142,50.1833666
240805,2,52.82714055,5.3,2931.12,3.6,103,56.7,3617,97.5,3617,100,90,209,18.90103861,50.11636874
241101,2,44.8850223,5.1,2540.04,4.1,110,50.2,3515,68.4,6249,100.21,93,750,18.22546852,50.08849894
241102,2,44.19677171,6.3,2320.92,3.5,103,54.8,0,112.6,2485,91.37,68,190,18.32123627,50.07374511
241103,2,31.72242875,5.6,2575.85,3.3,104,49.5,5914,107,1971,97.2,44,125,18.13913488,50.02802672
241104,2,34.57623487,4.8,2546.84,3.4,108,52.5,5725,114.5,1636,94.7,63,164,18.25608076,49.98946522
241105,2,35.27013252,4.4,2598.56,3.8,100,50.4,6040,89.3,4026,99.83,57,95,18.37727634,50.20601704
241106,2,36.04864235,5.5,2411.01,3.4,105,48.2,7291,111.7,1823,88.02,52,127,18.31546228,50.1562222
241107,2,33.86048146,5.2,2523.39,3.1,109,52.3,6971,102,1394,98.66,52,103,18.09936191,50.09914339
241108,2,34.82517483,5,3359.23,4.1,107,55,0,104.3,861,94.85,55,70,18.17218321,50.15577183
241201,2,44.30341584,7.1,2375.22,4.6,103,53.7,4665,77,3816,101.12,62,366,18.66887175,50.13442077
241202,2,45.03365847,7.1,2294.24,4.2,103,55.5,0,96.4,4584,92.47,74,462,18.42124178,50.09694342
241203,2,47.43715312,4.8,2661.06,3.9,99,52.9,3959,107.8,3959,114.57,83,522,18.47188136,50.10498026
241204,2,47.28375527,5.9,2485.65,3.2,104,53.9,0,99.3,2371,94.19,68,165,18.37464348,50.1208398
241205,2,50.42275173,7.2,2844.61,3.2,104,55.8,11775,101.2,5888,106.87,73,487,18.57394672,50.02912267
241501,2,44.64129866,6.7,2285.5,6,104,54.4,7172,78.8,4781,99.48,56,702,18.38769967,50.04281858
241502,2,46.23059088,5.5,2735.81,5.5,107,55.7,4519,77.6,9037,103.66,65,1442,18.47084668,50.04313026
241503,2,46.70963365,6.2,2353.65,5.9,107,55.3,4417,82.5,7361,100.94,61,1477,18.42769235,50.06665242
241504,2,49.44062508,6.1,2648.61,5.8,107,57.1,3525,71.1,6169,104.17,78,997,18.44747043,50.00517751
241505,2,49.61026616,6.2,2487.07,4.1,103,55,6610,115.9,2203,103.39,62,347,18.48868225,49.93401275
241506,2,46.13244296,5.8,2572.89,4.6,102,57.6,20556,112.7,3426,100.39,64,318,18.38028592,49.97077249
241507,2,37.53661168,4.3,2597.53,4.6,106,54.1,4020,104.1,2680,97.61,56,192,18.30683625,50.0282562
241508,2,48.79716981,7.2,3738.71,4.6,103,65.6,5409,110.6,5409,104.26,62,395,18.52412151,50.01990778
241509,2,47.5743349,8.2,2934.4,3.7,101,55.6,7343,115.2,2448,92.23,66,235,18.54821481,49.98106568
246701,2,48.64515602,5.9,4010.9,6.4,103,58.2,4605,67.2,7085,98.59,64,1079,18.61384541,49.95507186
247301,2,50.22057573,5.8,4493.98,4.8,105,52.2,6128,74.6,6407,103.33,93,950,18.5442205,50.10557224
247901,2,48.48849264,6.2,3544.5,4.3,103,47.1,3882,72.4,7764,97.89,84,961,18.69234689,50.0371156
241401,2,50.07940037,6.3,4299.86,3.2,102,46,2479,80.6,9915,100.46,65,490,19.1309008,50.07987882
241402,2,53.63306085,4.4,3114.02,3.5,103,56.6,4201,101.7,8402,97.31,92,300,19.20108444,50.14304062
241403,2,47.15353209,6.7,2548.43,4.2,101,50,2768,82.9,8303,100.41,64,525,19.12382133,50.12684375
241404,2,57.14034161,5.2,3075.34,2.6,104,53.9,7160,126.7,2387,105.88,71,206,19.08364205,50.05025414
241405,2,52.57819104,3.8,4287.29,2.7,109,56.9,3030,99.6,6060,94.79,82,260,19.1985666,50.10501593
246301,2,48.86885525,4.8,3604.03,6.4,110,60,3014,51.7,10140,102.13,100,3355,18.9610619,50.29480786
246901,2,56.23340686,5.7,4382.39,4.4,110,55.6,2838,59.7,8360,102.6,138,1879,19.02314194,50.21801778
247001,2,51.54814223,5.9,3070.25,4.9,106,50.5,3771,65.8,7543,97.93,90,1149,19.14623834,50.19803625
247101,2,47.54276695,5,2812.27,7.1,108,54.1,2750,61.3,6416,98.62,70,1444,18.96666038,50.37359978
247201,2,47.92799895,5.7,3544.49,4.1,106,53.4,4470,54.2,10216,99.05,67,1840,18.86909626,50.2662977
247401,2,49.4059826,5.1,3209.22,6.7,109,54.4,3181,53.5,6363,101.44,91,2745,19.02666958,50.3133652
247601,2,43.4663259,4.7,2837.55,6.6,108,54.5,4401,50.8,8802,99.86,74,3968,18.91082818,50.29853026
247701,2,54.65629699,5.8,4490.73,4.1,107,48.4,3919,63.1,8083,101.39,103,1581,19.00263098,50.12309132
240101,2,50.09683395,4.5,2726.04,7.9,110,54.8,2186,59.8,7378,97.81,113,1579,19.12089556,50.33852824
240102,2,52.32867838,4.4,2891.78,8,110,54.9,3054,57.3,5599,94.25,93,2051,19.0772039,50.31445755
240103,2,51.14269471,5.3,2362.76,6.4,110,52.8,4597,68.1,4597,87.8,88,719,19.03610062,50.36558509
240104,2,49.14303521,4.2,2415.86,5.8,112,59.5,3912,100.3,2347,89.64,89,228,19.02863507,50.40933607
240105,2,46.25020603,3.8,2380.34,5.4,104,56,3790,105,1083,103.01,86,153,19.13716292,50.44310022
240106,2,49.28169894,4.2,2378.51,6.2,109,59.1,5820,94.1,2910,96.51,96,252,19.12405254,50.3858083
240107,2,44.86128937,5.4,3252.81,6.4,107,54.5,3063,98.6,3063,104.15,103,108,19.21175617,50.47666538
240108,2,48.37419579,4.5,3629.45,7,108,54.3,2375,79.4,7124,92.17,90,194,19.35072193,50.29174976
241601,2,47.78338562,4.8,1966.83,8.1,110,58.2,2966,71.6,4450,97.23,80,223,19.3322856,50.48699033
241602,2,48.41524504,5.1,2371.81,10.1,111,55.2,2731,65.3,6485,101.36,94,609,19.47420679,50.49829341
241603,2,34.82181194,6.8,2534.12,8.6,101,69.9,0,85.8,2801,97.59,45,39,19.68275168,50.62260482
241604,2,39.17303547,4.4,3088.23,11.2,99,61.6,3155,92.5,3155,97.56,64,57,19.60169963,50.56520457
241605,2,46.32396892,3.5,2514.64,8.7,106,54.6,8113,74.8,2318,93.79,101,122,19.38979112,50.41800043
241606,2,45.5801105,5.4,2445.64,9.7,106,56.9,4735,91.7,1894,95.34,95,112,19.54913122,50.45251292
241607,2,46.35529158,6.5,2605.43,6.3,100,60.8,4478,84.4,2239,97.29,64,63,19.69107567,50.48664188
241608,2,44.66019417,5.1,2792.35,9.2,103,59.7,2702,78.4,1621,95.72,83,61,19.79915914,50.63937005
241609,2,39.23532089,6.5,2456.5,11.7,103,54.3,5281,83.6,2641,96.96,71,69,19.45444564,50.56158075
241610,2,44.09266409,4.5,3042.89,6.6,100,65.8,4828,94.3,1609,102.35,56,39,19.84294789,50.49700084
246501,2,49.87078597,5.2,4452.61,7.5,108,49,3137,59.4,6971,102.87,95,665,19.29961515,50.3543025
246801,2,50.00456496,5.5,4294.78,4.8,106,51.5,3378,66.9,5564,97.44,82,620,19.29116006,50.20433017
247501,2,51.49421558,5.2,2955.52,7.2,111,51.5,2870,54.8,9785,99.15,109,2364,19.19286509,50.27617332
260101,2,45.78507756,5.3,2760.61,7.5,109,57.5,2197,77.4,4707,100.52,101,140,20.75010912,50.477701
260102,2,33.18242344,4.3,2897.88,6.5,95,67.6,0,84.5,1532,110.87,51,48,20.86931015,50.58270175
260103,2,38.96152409,4.5,2925.87,5.5,102,64.6,3175,88.7,6350,93.29,41,54,20.81614648,50.32130413
260104,2,35.96219399,5.5,2571.52,5.7,106,68.2,3898,85.9,7795,98.88,42,63,21.03783492,50.37217239
260105,2,44.03669725,6.3,5705.7,5.8,103,62.9,5119,89.9,5119,96.7,57,60,20.88620699,50.37750627
260106,2,37.79830639,4.9,3635.81,6.7,102,60.9,3944,85.6,7887,93.61,71,63,20.92529872,50.45931301
260107,2,38.24297845,3.9,3229.19,6.9,101,67,3827,100.1,1276,104.76,50,46,21.00961118,50.52187052
260108,2,34.19421488,6.2,3142.55,6.5,103,60.6,1921,92.7,5764,101.57,49,57,20.68432963,50.36898909
260201,2,35.44338336,7.6,2928.27,9,101,65.6,4484,81.6,1495,92.17,34,44,20.42826265,50.58441391
260202,2,42.79157895,5.2,2531.79,9.5,106,57.4,2904,73.2,9679,102.97,85,128,20.30750482,50.64765437
260203,2,42.77475168,5.4,2912.3,9.4,99,56.7,3943,80.6,2957,95.68,66,81,20.24610903,50.79452008
260204,2,32.61700096,5.2,2610.12,9.9,100,67.5,0,74.1,1736,89.86,47,44,20.13077485,50.65726083
260205,2,35.24104151,4.6,3090.4,8.7,99,66.4,0,87.4,2371,93.63,48,52,20.14444506,50.74650495
260206,2,39.8411957,5.9,2746.4,8.6,102,54.9,3241,68.7,3241,99.73,58,89,20.04723099,50.55809805
260207,2,34.64435146,5.2,2817.1,6.3,101,65.8,0,81.1,4398,97.65,46,41,19.93118403,50.59159832
260208,2,38.55813266,7.6,2787.28,7.5,98,58.7,4225,96.9,2112,108.3,59,59,20.44574887,50.70534646
260209,2,37.20670391,4.3,2714.47,8.5,100,66.3,3720,78.6,1860,102.58,57,42,20.2280967,50.52115336
260301,2,30.7977208,4.4,2285.73,7.3,107,61.9,4315,103.3,1438,86.67,31,75,20.60088962,50.23309396
260302,2,32.11871878,6.2,2466.7,7.5,101,63.7,0,97.8,4027,95.12,38,57,20.53434831,50.33332035
260303,2,33.73831776,3.7,2081.72,11.4,105,56.6,1875,88.1,8439,100.57,55,121,20.48060578,50.24980602
260304,2,36.95861405,6.3,2335.73,7.4,101,62.2,3486,88,3486,96.89,44,51,20.68094308,50.26593753
260305,2,33.01109918,6.4,2809.22,8.1,100,63.8,2278,93,2278,95.58,46,80,20.39719834,50.31185644
260401,2,37.71082786,7.3,3202.77,9.8,101,55.7,10135,98.5,10135,96.3,57,115,20.95840749,50.83492676
260402,2,36.41661369,7.1,2717.52,11.4,100,56.8,2947,84.7,2947,97.26,47,74,20.91799474,50.95119637
260403,2,43.2094759,5.4,2511.62,9.3,102,53.2,3771,80.4,5027,93.68,62,118,20.44202052,50.78564051
260404,2,43.87898433,5.4,4016.1,13.9,99,59.8,1934,74.2,2320,96.37,63,82,20.72126848,50.60971202
260405,2,40.44615256,0,0,0,0,0,0,0,0,0,0,0,20.80325534,50.77899353
260406,2,44.4465814,6,2641.02,9.4,101,52.2,6803,102.7,3401,91.85,63,164,20.81793045,50.86201093
260407,2,39.1527827,6,3678.6,9,95,62.4,3500,77.7,3500,95.96,52,62,21.07586253,50.77229576
260408,2,44.73611111,6.3,2687.3,11.7,99,59.7,4530,87.6,9059,91.05,59,51,20.25610473,50.93912034
260409,2,46.90773067,5.4,2558.73,7.9,98,50.2,5191,103,3460,76.96,90,121,20.72439223,50.91484716
260410,2,46.42814692,5.5,2903.45,8.7,104,49.4,10782,99.6,5391,95.13,90,152,20.55180596,50.95099293
260411,2,39.88533989,4.9,3221.93,13.2,104,56.3,4700,78.6,3133,95.79,48,99,20.46193198,51.01567754
260412,2,47.20442377,6.9,3877.49,7.5,99,51.6,4970,98,3728,101.96,84,106,20.6196738,50.73943027
260413,2,33.19672131,6.1,3037.06,10.6,101,57.6,2437,78.4,3249,103.21,61,114,21.07498265,50.87108881
260414,2,42.37288136,6.3,3029.21,9.4,103,53.6,7983,88.3,5322,100.83,64,155,20.42226563,50.87596831
260415,2,41.00076589,5.2,3511.87,12.5,99,64,4812,78.9,4812,105.92,54,46,20.78520875,50.68314415
260416,2,39.78340826,5.6,3440.78,13,96,62.5,2915,70.9,2915,105.61,58,31,21.01266069,50.69078387
260417,2,50.43293868,5.2,5132.11,9.1,104,54.4,3746,73.4,2497,111.94,90,164,20.51936655,50.82031253
260418,2,45.14891985,5,3358.41,8.5,100,53.6,10254,94.6,10254,99.05,62,119,20.42195728,50.94336566
260419,2,49.5173197,4.7,2641.55,8.5,103,52.7,12900,86.2,3225,103.01,75,103,20.65402732,50.9919223
260501,2,35.81081081,6.5,3329.69,12.6,99,63.2,4739,73.1,2370,96.63,39,36,20.06539521,51.13289069
260502,2,35.10140406,5.1,3080.7,18.1,99,59.2,4751,76.6,2376,98.22,52,47,20.44916836,51.28140553
260503,2,45.51236058,5.5,2472.33,13.2,106,57.2,1943,69.2,3357,100.95,93,148,20.38711967,51.18050681
260504,2,38.82964543,6.3,2701.72,14.2,98,58,2307,73.3,4615,109.24,61,63,20.2734,51.0587156
260505,2,49.33715514,3.6,3140.6,17.1,102,66.9,3289,65.9,1645,95.19,50,30,20.19509275,51.14236204
260506,2,39.01754386,6,2636.06,6.8,91,64.4,3497,84.4,1166,104.78,50,33,20.12568346,51.02166454
260507,2,39.14663055,4.3,3701.02,15.2,97,60.2,3763,75.9,3763,87.06,69,61,20.40395108,51.07287818
260508,2,35.83113456,4.9,2488.64,14.9,104,57.8,3613,67,6022,94.63,64,78,20.57928376,51.1449169
260601,2,36.60115053,5.1,3694.93,12.6,96,60.2,2546,86.9,1697,99.02,40,53,21.22423985,50.78413939
260602,2,40.45043447,4.4,2990.53,21.6,96,61.5,6970,80.6,3485,103.85,44,66,21.27975825,50.71998881
260603,2,32.27794305,4.9,3085.91,17.6,102,59.8,0,82.7,1887,91.2,42,70,21.48827061,50.73461149
260604,2,43.7257564,4.5,2099.66,14.8,109,57.5,1775,73,12423,100.76,84,109,21.41894427,50.79042137
260605,2,38.60704133,4.3,3916.95,13.7,102,54.6,2808,68.8,2808,98.4,63,61,21.69971952,50.87881666
